,image_id,image_path,object_id,x_min,y_min,x_max,y_max,class_name
4019,4019,./dataset/1453719679594173657.160.png,0,169,48,177,61,0
4020,4020,./dataset/211009438192609494807588858738.40.png,4,84,57,131,144,4
4021,4021,./dataset/211009438192609494807588858738.40.png,0,138,72,186,139,0
4022,4022,./dataset/118958414687959760506173902977.87.png,8,100,15,137,73,8
4023,4023,./dataset/118958414687959760506173902977.87.png,7,159,11,198,58,7
4024,4024,./dataset/327092966039750818.116.png,1,105,43,113,78,1
4025,4025,./dataset/327092966039750818.116.png,1,130,38,138,81,1
4026,4026,./dataset/327092966039750818.116.png,6,168,38,193,86,6
4027,4027,./dataset/1811907557267752970.2125.png,2,89,4,106,45,2
4028,4028,./dataset/1811907557267752970.2125.png,1,120,16,124,48,1
4029,4029,./dataset/1811907557267752970.2125.png,2,145,21,159,52,2
4030,4030,./dataset/1811907557267752970.2125.png,5,177,16,200,70,5
4031,4031,./dataset/422852911908864293237714102053.38.png,3,46,27,96,114,3
4032,4032,./dataset/422852911908864293237714102053.38.png,8,109,46,152,116,8
4033,4033,./dataset/259531146199834489223803333030.60.png,6,110,6,206,53,6
4034,4034,./dataset/35598304821440.164.png,1,119,34,129,66,1
4035,4035,./dataset/35598304821440.164.png,6,136,30,154,72,6
4036,4036,./dataset/35598304821440.164.png,4,160,29,189,85,4
4037,4037,./dataset/57343030708191555647269311193.32.png,3,62,32,109,99,3
4038,4038,./dataset/57343030708191555647269311193.32.png,2,130,21,161,84,2
4039,4039,./dataset/971111043254931075022444365898.27.png,2,89,148,92,150,2
4040,4040,./dataset/971111043254931075022444365898.27.png,7,94,149,95,150,7
4041,4041,./dataset/1154769363826901912753119895640.144.png,1,48,36,59,93,1
4042,4042,./dataset/1154769363826901912753119895640.144.png,4,67,32,107,108,4
4043,4043,./dataset/1154769363826901912753119895640.144.png,4,110,41,155,104,4
4044,4044,./dataset/13414624139536026280.60.png,6,138,13,161,76,6
4045,4045,./dataset/13414624139536026280.60.png,0,172,30,196,71,0
4046,4046,./dataset/2383547697666793536.150.png,1,110,29,119,70,1
4047,4047,./dataset/2383547697666793536.150.png,5,136,30,169,67,5
4048,4048,./dataset/2383547697666793536.150.png,0,188,37,216,73,0
4049,4049,./dataset/726319330947751017946284698117.184.png,1,129,22,137,67,1
4050,4050,./dataset/726319330947751017946284698117.184.png,8,147,21,169,65,8
4051,4051,./dataset/726319330947751017946284698117.184.png,4,174,25,200,67,4
4052,4052,./dataset/884743088934745560341852919651.935.png,9,39,22,96,150,9
4053,4053,./dataset/884743088934745560341852919651.935.png,3,104,0,110,2,3
4054,4054,./dataset/884743088934745560341852919651.935.png,5,105,0,162,142,5
4055,4055,./dataset/1665018344389145029.194.png,1,81,52,90,105,1
4056,4056,./dataset/1665018344389145029.194.png,9,117,47,147,104,9
4057,4057,./dataset/1665018344389145029.194.png,4,166,54,211,116,4
4058,4058,./dataset/501857022538180062234399124390.59.png,5,54,34,104,113,5
4059,4059,./dataset/501857022538180062234399124390.59.png,9,136,27,182,110,9
4060,4060,./dataset/837530523895276694464500679297.120.png,1,107,31,121,75,1
4061,4061,./dataset/837530523895276694464500679297.120.png,2,141,31,222,76,2
4062,4062,./dataset/5786635318674658338.196.png,1,99,23,110,58,1
4063,4063,./dataset/5786635318674658338.196.png,9,121,22,166,66,9
4064,4064,./dataset/5786635318674658338.196.png,6,174,28,213,69,6
4065,4065,./dataset/1356183420796023075.34.png,3,126,27,156,79,3
4066,4066,./dataset/1356183420796023075.34.png,4,172,46,216,96,4
4067,4067,./dataset/363200391065717421806686250835.196.png,1,5,8,12,20,1
4068,4068,./dataset/363200391065717421806686250835.196.png,9,25,113,181,116,9
4069,4069,./dataset/363200391065717421806686250835.196.png,6,35,128,44,142,6
4070,4070,./dataset/2922839612686770720.118.png,1,134,19,140,71,1
4071,4071,./dataset/2922839612686770720.118.png,1,164,23,171,71,1
4072,4072,./dataset/2922839612686770720.118.png,8,187,18,214,79,8
4073,4073,./dataset/227919185201464421727908530952.82.png,8,133,34,164,77,8
4074,4074,./dataset/227919185201464421727908530952.82.png,2,178,27,234,75,2
4075,4075,./dataset/1304670161875211162.60.png,6,156,16,184,68,6
4076,4076,./dataset/1304670161875211162.60.png,0,186,23,211,68,0
4077,4077,./dataset/278112788672.194.png,1,108,28,114,63,1
4078,4078,./dataset/278112788672.194.png,9,124,25,150,63,9
4079,4079,./dataset/278112788672.194.png,4,160,32,204,71,4
4080,4080,./dataset/835984640397466557929325417627.14.png,1,108,34,124,114,1
4081,4081,./dataset/835984640397466557929325417627.14.png,4,153,26,211,114,4
4082,4082,./dataset/5851729606579606289.192.png,1,88,24,95,62,1
4083,4083,./dataset/5851729606579606289.192.png,9,122,20,148,71,9
4084,4084,./dataset/5851729606579606289.192.png,2,166,18,212,64,2
4085,4085,./dataset/9808851279089850528.66.png,6,124,27,146,74,6
4086,4086,./dataset/9808851279089850528.66.png,6,168,24,191,86,6
4087,4087,./dataset/686788082737339275571365618308.146.png,1,41,35,58,98,1
4088,4088,./dataset/686788082737339275571365618308.146.png,4,81,54,149,120,4
4089,4089,./dataset/686788082737339275571365618308.146.png,6,186,52,224,140,6
4090,4090,./dataset/205600906348199799910384711301.3185.png,3,50,13,70,66,3
4091,4091,./dataset/205600906348199799910384711301.3185.png,1,80,25,86,65,1
4092,4092,./dataset/205600906348199799910384711301.3185.png,8,89,0,96,8,8
4093,4093,./dataset/205600906348199799910384711301.3185.png,5,116,22,134,88,5
4094,4094,./dataset/334597215325513138451025009060.92.png,9,98,38,128,99,9
4095,4095,./dataset/334597215325513138451025009060.92.png,2,140,42,178,99,2
4096,4096,./dataset/11590261210208056437.168.png,1,122,10,129,70,1
4097,4097,./dataset/11590261210208056437.168.png,6,147,14,169,69,6
4098,4098,./dataset/11590261210208056437.168.png,8,184,19,213,71,8
4099,4099,./dataset/396238873770568382984704494786.83.png,8,101,45,124,135,8
4100,4100,./dataset/396238873770568382984704494786.83.png,3,120,110,121,112,3
4101,4101,./dataset/733542682779306156089609847108.66.png,6,125,27,147,72,6
4102,4102,./dataset/733542682779306156089609847108.66.png,6,169,23,191,84,6
4103,4103,./dataset/358425091527764630887218381544.76.png,7,38,33,90,101,7
4104,4104,./dataset/358425091527764630887218381544.76.png,6,100,28,143,95,6
4105,4105,./dataset/9957060878337584217.168.png,1,107,30,118,75,1
4106,4106,./dataset/9957060878337584217.168.png,6,128,29,151,81,6
4107,4107,./dataset/9957060878337584217.168.png,8,160,25,197,85,8
4108,4108,./dataset/356565417018816025712705831072.23.png,2,112,4,157,55,2
4109,4109,./dataset/356565417018816025712705831072.23.png,3,151,22,190,73,3
4110,4110,./dataset/634759205071283311860851476496.8.png,8,178,47,213,130,8
4111,4111,./dataset/4656883242447807072.94.png,9,122,21,153,75,9
4112,4112,./dataset/4656883242447807072.94.png,4,170,39,208,90,4
4113,4113,./dataset/79897398180004584179797993792.25.png,2,113,46,141,98,2
4114,4114,./dataset/79897398180004584179797993792.25.png,5,156,47,183,108,5
4115,4115,./dataset/1823978968870900296.8.png,8,126,31,149,127,8
4116,4116,./dataset/363108754253731405271245365904.38.png,3,117,15,147,55,3
4117,4117,./dataset/363108754253731405271245365904.38.png,8,149,7,173,65,8
4118,4118,./dataset/878639486478849010636405271316.142.png,1,12,31,37,110,1
4119,4119,./dataset/878639486478849010636405271316.142.png,4,63,56,125,119,4
4120,4120,./dataset/878639486478849010636405271316.142.png,2,160,49,250,127,2
4121,4121,./dataset/68756999539806919008353892249.78.png,7,43,40,192,124,7
4122,4122,./dataset/5841609776980630869.37.png,3,118,33,137,121,3
4123,4123,./dataset/5841609776980630869.37.png,7,147,35,184,146,7
4124,4124,./dataset/723431300998860575881791448842.10.png,1,169,11,180,63,1
4125,4125,./dataset/723431300998860575881791448842.10.png,0,186,7,224,63,0
4126,4126,./dataset/71532535310444331945231329538.126.png,1,0,46,22,108,1
4127,4127,./dataset/71532535310444331945231329538.126.png,2,35,37,179,118,2
4128,4128,./dataset/76851519072863933986506842670.49.png,4,32,12,98,116,4
4129,4129,./dataset/76851519072863933986506842670.49.png,9,113,31,153,111,9
4130,4130,./dataset/7550858219230119049.56.png,5,118,18,151,66,5
4131,4131,./dataset/7550858219230119049.56.png,6,165,23,184,76,6
4132,4132,./dataset/737987181576071265892555723497.144.png,1,39,45,50,111,1
4133,4133,./dataset/737987181576071265892555723497.144.png,4,67,42,179,130,4
4134,4134,./dataset/845013107239996360261828511121.93.png,9,104,0,105,1,9
4135,4135,./dataset/845013107239996360261828511121.93.png,3,108,0,109,1,3
4136,4136,./dataset/5430672508585683376.126.png,1,110,29,119,69,1
4137,4137,./dataset/5430672508585683376.126.png,2,151,21,200,64,2
4138,4138,./dataset/5430672508585683376.126.png,6,204,20,236,66,6
4139,4139,./dataset/337048530632983095664398730916.20.png,2,43,32,92,88,2
4140,4140,./dataset/337048530632983095664398730916.20.png,0,100,36,145,78,0
4141,4141,./dataset/169755248561571781779394693986.160.png,1,105,38,117,75,1
4142,4142,./dataset/169755248561571781779394693986.160.png,6,124,36,142,77,6
4143,4143,./dataset/169755248561571781779394693986.160.png,0,172,36,202,72,0
4144,4144,./dataset/13055013591388955242.22.png,2,125,28,177,72,2
4145,4145,./dataset/13055013591388955242.22.png,2,190,19,244,63,2
4146,4146,./dataset/11568208721567848520.100.png,1,150,31,158,65,1
4147,4147,./dataset/11568208721567848520.100.png,0,162,29,180,71,0
4148,4148,./dataset/11568208721567848520.100.png,0,185,32,209,71,0
4149,4149,./dataset/189622966952838038638346015077.156.png,1,42,32,51,124,1
4150,4150,./dataset/189622966952838038638346015077.156.png,5,107,33,170,121,5
4151,4151,./dataset/189622966952838038638346015077.156.png,6,190,11,239,84,6
4152,4152,./dataset/657816838603126127228125824.642.png,6,111,22,136,73,6
4153,4153,./dataset/657816838603126127228125824.642.png,4,147,25,179,84,4
4154,4154,./dataset/657816838603126127228125824.642.png,2,193,10,240,54,2
4155,4155,./dataset/698287116742404404235712512401.80.png,8,72,23,165,107,8
4156,4156,./dataset/362023062933807815.52.png,5,132,3,182,69,5
4157,4157,./dataset/362023062933807815.52.png,2,176,20,231,70,2
4158,4158,./dataset/794140350659662834581715108312.93.png,9,60,34,113,99,9
4159,4159,./dataset/794140350659662834581715108312.93.png,3,140,38,201,109,3
4160,4160,./dataset/561354281433565097936988809866.102.png,1,66,39,82,95,1
4161,4161,./dataset/561354281433565097936988809866.102.png,0,88,45,121,98,0
4162,4162,./dataset/561354281433565097936988809866.102.png,2,99,35,124,69,2
4163,4163,./dataset/914640455813495152044121442233.102.png,1,84,27,96,74,1
4164,4164,./dataset/914640455813495152044121442233.102.png,0,111,26,136,61,0
4165,4165,./dataset/914640455813495152044121442233.102.png,2,164,22,198,64,2
4166,4166,./dataset/1086882253303225616923106389930.3490.png,3,49,4,103,68,3
4167,4167,./dataset/1086882253303225616923106389930.3490.png,4,113,14,133,54,4
4168,4168,./dataset/1086882253303225616923106389930.3490.png,9,160,13,190,55,9
4169,4169,./dataset/539322824335452449194155755946.1270.png,1,22,0,31,85,1
4170,4170,./dataset/539322824335452449194155755946.1270.png,2,56,0,108,99,2
4171,4171,./dataset/539322824335452449194155755946.1270.png,7,113,8,146,95,7
4172,4172,./dataset/539322824335452449194155755946.1270.png,0,155,0,199,87,0
4173,4173,./dataset/725520522043812654370759514353.156.png,1,101,28,110,84,1
4174,4174,./dataset/725520522043812654370759514353.156.png,5,105,0,106,1,5
4175,4175,./dataset/725520522043812654370759514353.156.png,6,109,0,113,1,6
4176,4176,./dataset/562952668233952.156.png,1,117,33,125,61,1
4177,4177,./dataset/562952668233952.156.png,5,140,21,161,60,5
4178,4178,./dataset/562952668233952.156.png,6,176,21,197,56,6
4179,4179,./dataset/684006774444802905216252728529.82.png,8,0,26,60,104,8
4180,4180,./dataset/684006774444802905216252728529.82.png,2,96,33,147,120,2
4181,4181,./dataset/1044637287648818526557032698190.23.png,2,57,30,102,124,2
4182,4182,./dataset/1044637287648818526557032698190.23.png,3,115,25,165,143,3
4183,4183,./dataset/92238189074502595568453092170.96.png,9,129,10,160,84,9
4184,4184,./dataset/92238189074502595568453092170.96.png,6,180,10,197,70,6
4185,4185,./dataset/669827540520208325754231857921.190.png,1,118,31,127,66,1
4186,4186,./dataset/669827540520208325754231857921.190.png,9,148,23,178,77,9
4187,4187,./dataset/669827540520208325754231857921.190.png,0,187,29,211,63,0
4188,4188,./dataset/857414049536130404887146698670.144.png,1,112,17,120,52,1
4189,4189,./dataset/857414049536130404887146698670.144.png,4,136,15,175,72,4
4190,4190,./dataset/857414049536130404887146698670.144.png,4,181,22,221,68,4
4191,4191,./dataset/762961322384767366498320847209.32.png,3,101,31,124,115,3
4192,4192,./dataset/762961322384767366498320847209.32.png,2,128,26,166,121,2
4193,4193,./dataset/844130225996045012857300279696.82.png,8,20,29,68,107,8
4194,4194,./dataset/844130225996045012857300279696.82.png,2,90,32,132,95,2
4195,4195,./dataset/520178355398453399660932870180.92.png,9,39,20,84,86,9
4196,4196,./dataset/520178355398453399660932870180.92.png,2,114,27,157,83,2
4197,4197,./dataset/318020498806420877041307107360.202.png,2,88,29,120,132,2
4198,4198,./dataset/318020498806420877041307107360.202.png,0,126,42,157,122,0
4199,4199,./dataset/318020498806420877041307107360.202.png,2,161,28,194,140,2
4200,4200,./dataset/329623658292461348551439885955.47.png,4,30,22,118,137,4
4201,4201,./dataset/329623658292461348551439885955.47.png,7,138,10,196,72,7
4202,4202,./dataset/3075284092106974032.118.png,1,122,18,128,52,1
4203,4203,./dataset/3075284092106974032.118.png,1,150,18,157,50,1
4204,4204,./dataset/3075284092106974032.118.png,8,166,15,204,56,8
4205,4205,./dataset/13016568599644590788.56.png,5,128,17,161,68,5
4206,4206,./dataset/13016568599644590788.56.png,6,171,11,201,57,6
4207,4207,./dataset/99133818645834914466975338706.138.png,1,40,17,57,112,1
4208,4208,./dataset/99133818645834914466975338706.138.png,3,75,24,117,110,3
4209,4209,./dataset/99133818645834914466975338706.138.png,8,125,36,163,113,8
4210,4210,./dataset/3833006470695272978.152.png,1,122,28,129,62,1
4211,4211,./dataset/3833006470695272978.152.png,5,139,24,163,60,5
4212,4212,./dataset/3833006470695272978.152.png,2,169,27,193,64,2
4213,4213,./dataset/857131080393329852410363789969.36.png,3,56,25,113,118,3
4214,4214,./dataset/857131080393329852410363789969.36.png,6,137,18,183,131,6
4215,4215,./dataset/1879199822645682531.34.png,3,120,16,155,65,3
4216,4216,./dataset/1879199822645682531.34.png,4,165,17,206,79,4
4217,4217,./dataset/851306132505782582929075431373.84.png,8,58,38,109,101,8
4218,4218,./dataset/851306132505782582929075431373.84.png,4,130,41,212,141,4
4219,4219,./dataset/678442759835623396827995181334.114.png,1,54,30,66,90,1
4220,4220,./dataset/678442759835623396827995181334.114.png,1,97,40,108,93,1
4221,4221,./dataset/678442759835623396827995181334.114.png,4,154,23,207,89,4
4222,4222,./dataset/1055910856617910541334513615264.83.png,8,121,20,199,79,8
4223,4223,./dataset/14306716441075444910.30.png,3,119,21,128,55,3
4224,4224,./dataset/14306716441075444910.30.png,0,138,19,164,57,0
4225,4225,./dataset/202302984527748635247835360529.34.png,3,144,28,174,74,3
4226,4226,./dataset/202302984527748635247835360529.34.png,4,192,22,243,79,4
4227,4227,./dataset/111057079851935466218497136049.29.png,2,112,28,144,78,2
4228,4228,./dataset/111057079851935466218497136049.29.png,9,150,16,180,86,9
4229,4229,./dataset/10780083895982514826.38.png,3,109,41,137,87,3
4230,4230,./dataset/10780083895982514826.38.png,8,150,46,173,82,8
4231,4231,./dataset/1209021254166107549242318198218.33.png,3,112,12,139,58,3
4232,4232,./dataset/1209021254166107549242318198218.33.png,3,134,148,153,150,3
4233,4233,./dataset/111461399483470628819485951502.118.png,1,7,53,35,108,1
4234,4234,./dataset/111461399483470628819485951502.118.png,1,66,52,96,110,1
4235,4235,./dataset/111461399483470628819485951502.118.png,8,94,48,172,119,8
4236,4236,./dataset/1143095906537473071423964712322.184.png,1,103,30,120,107,1
4237,4237,./dataset/1143095906537473071423964712322.184.png,8,128,14,165,107,8
4238,4238,./dataset/1143095906537473071423964712322.184.png,4,167,24,211,139,4
4239,4239,./dataset/422239803409662850157937207889.62.png,6,62,9,112,73,6
4240,4240,./dataset/422239803409662850157937207889.62.png,2,97,6,103,9,2
4241,4241,./dataset/843708014224389346978336257700.198.png,1,47,26,61,112,1
4242,4242,./dataset/843708014224389346978336257700.198.png,9,88,32,135,125,9
4243,4243,./dataset/843708014224389346978336257700.198.png,8,157,38,200,123,8
4244,4244,./dataset/882678492117876577661235269408.66.png,6,116,16,133,68,6
4245,4245,./dataset/882678492117876577661235269408.66.png,6,130,49,137,73,6
4246,4246,./dataset/409020460095745527496801743189.34.png,3,124,22,149,66,3
4247,4247,./dataset/409020460095745527496801743189.34.png,4,160,20,184,71,4
4248,4248,./dataset/724915768795474987919637564133.5.png,5,0,145,90,150,5
4249,4249,./dataset/213996439276075890725957350793.194.png,1,115,23,126,62,1
4250,4250,./dataset/213996439276075890725957350793.194.png,9,134,17,160,60,9
4251,4251,./dataset/213996439276075890725957350793.194.png,4,167,25,195,65,4
4252,4252,./dataset/2725371178361643626.61.png,6,124,20,147,66,6
4253,4253,./dataset/2725371178361643626.61.png,1,137,147,150,150,1
4254,4254,./dataset/1013828034183144668819975215942.97.png,9,116,15,148,58,9
4255,4255,./dataset/1013828034183144668819975215942.97.png,7,167,16,205,56,7
4256,4256,./dataset/531866636780476143229980066088.168.png,1,36,37,53,109,1
4257,4257,./dataset/531866636780476143229980066088.168.png,6,86,32,122,101,6
4258,4258,./dataset/531866636780476143229980066088.168.png,8,141,26,186,110,8
4259,4259,./dataset/526628684015692429556350592258.120.png,1,24,46,44,110,1
4260,4260,./dataset/526628684015692429556350592258.120.png,2,77,46,206,107,2
4261,4261,./dataset/526628684015692429556350592258.120.png,0,107,0,108,1,0
4262,4262,./dataset/336761486103240795724112861706.14.png,1,88,147,115,150,1
4263,4263,./dataset/336761486103240795724112861706.14.png,4,109,48,118,125,4
4264,4264,./dataset/8473570714919475536.20.png,2,134,18,178,61,2
4265,4265,./dataset/8473570714919475536.20.png,0,181,13,209,60,0
4266,4266,./dataset/714499725383744015308857497106.61.png,6,64,28,105,94,6
4267,4267,./dataset/714499725383744015308857497106.61.png,1,148,33,160,89,1
4268,4268,./dataset/380866284493095758214329346856.60.png,6,70,20,109,118,6
4269,4269,./dataset/380866284493095758214329346856.60.png,0,126,45,165,109,0
4270,4270,./dataset/766097765528804013708519736545.91.png,9,127,12,160,76,9
4271,4271,./dataset/766097765528804013708519736545.91.png,1,187,18,196,62,1
4272,4272,./dataset/110880742829911056052489130100.138.png,1,20,37,41,98,1
4273,4273,./dataset/110880742829911056052489130100.138.png,3,66,33,120,111,3
4274,4274,./dataset/110880742829911056052489130100.138.png,8,142,36,192,110,8
4275,4275,./dataset/364251250404314638.07.png,7,125,47,151,84,7
4276,4276,./dataset/4935980533878362512.100.png,1,114,36,121,88,1
4277,4277,./dataset/4935980533878362512.100.png,0,139,53,161,83,0
4278,4278,./dataset/4935980533878362512.100.png,0,179,56,203,83,0
4279,4279,./dataset/44744934002484797490319148674.144.png,1,19,55,34,100,1
4280,4280,./dataset/44744934002484797490319148674.144.png,4,59,56,114,103,4
4281,4281,./dataset/44744934002484797490319148674.144.png,4,118,53,167,102,4
4282,4282,./dataset/527890050481352373879415550796.1060.png,1,11,0,23,72,1
4283,4283,./dataset/527890050481352373879415550796.1060.png,0,49,8,90,77,0
4284,4284,./dataset/527890050481352373879415550796.1060.png,6,111,8,150,81,6
4285,4285,./dataset/527890050481352373879415550796.1060.png,0,162,0,201,58,0
4286,4286,./dataset/950619280438780637357287568309.11.png,1,159,12,173,61,1
4287,4287,./dataset/950619280438780637357287568309.11.png,1,181,15,187,53,1
4288,4288,./dataset/760213702722627797495086354996.19.png,1,49,4,66,91,1
4289,4289,./dataset/760213702722627797495086354996.19.png,9,95,17,146,125,9
4290,4290,./dataset/26053659015221267781567794249.77.png,7,44,24,137,116,7
4291,4291,./dataset/26053659015221267781567794249.77.png,7,124,27,205,114,7
4292,4292,./dataset/910756014095050973460096301801.156.png,1,109,28,120,66,1
4293,4293,./dataset/910756014095050973460096301801.156.png,5,129,24,159,63,5
4294,4294,./dataset/910756014095050973460096301801.156.png,6,173,24,198,76,6
4295,4295,./dataset/497885692354750687272291540993.87.png,8,127,44,149,143,8
4296,4296,./dataset/497885692354750687272291540993.87.png,7,152,51,193,150,7
4297,4297,./dataset/422961636057751704923804967097.7.png,7,93,28,160,142,7
4298,4298,./dataset/734351355634339381250049190160.185.png,1,105,40,111,136,1
4299,4299,./dataset/734351355634339381250049190160.185.png,8,128,37,150,138,8
4300,4300,./dataset/734351355634339381250049190160.185.png,5,161,36,187,140,5
4301,4301,./dataset/337092045779259643102132344721.50.png,5,107,31,138,84,5
4302,4302,./dataset/337092045779259643102132344721.50.png,0,151,36,184,85,0
4303,4303,./dataset/421007559964942900665978891106.70.png,7,47,32,104,146,7
4304,4304,./dataset/421007559964942900665978891106.70.png,0,128,43,177,99,0
4305,4305,./dataset/10577288833999885413.38.png,3,122,22,148,78,3
4306,4306,./dataset/10577288833999885413.38.png,8,168,17,197,77,8
4307,4307,./dataset/839175050545417260540901496084.130.png,1,66,35,78,92,1
4308,4308,./dataset/839175050545417260540901496084.130.png,3,93,31,130,95,3
4309,4309,./dataset/839175050545417260540901496084.130.png,0,137,37,171,90,0
4310,4310,./dataset/10020255227040684495.196.png,1,152,10,163,60,1
4311,4311,./dataset/10020255227040684495.196.png,9,172,10,188,68,9
4312,4312,./dataset/10020255227040684495.196.png,6,194,10,213,66,6
4313,4313,./dataset/101869553984998535696125593922.74.png,7,131,24,242,90,7
4314,4314,./dataset/897112556309759001498805334236.188.png,1,153,23,160,57,1
4315,4315,./dataset/897112556309759001498805334236.188.png,8,170,17,195,58,8
4316,4316,./dataset/897112556309759001498805334236.188.png,8,201,14,225,65,8
4317,4317,./dataset/99131993449567667196889735212.25.png,2,94,34,129,127,2
4318,4318,./dataset/99131993449567667196889735212.25.png,5,127,16,158,144,5
4319,4319,./dataset/993236012167916199999858821816.14.png,1,106,35,113,120,1
4320,4320,./dataset/993236012167916199999858821816.14.png,4,131,38,169,150,4
4321,4321,./dataset/105534559831169355962829834272.66.png,6,137,20,162,70,6
4322,4322,./dataset/105534559831169355962829834272.66.png,6,178,24,199,73,6
4323,4323,./dataset/2491977794186988108.70.png,7,132,16,168,60,7
4324,4324,./dataset/2491977794186988108.70.png,0,176,31,211,59,0
4325,4325,./dataset/230538055469041627036909908802.4025.png,4,88,27,119,84,4
4326,4326,./dataset/230538055469041627036909908802.4025.png,0,126,14,151,63,0
4327,4327,./dataset/230538055469041627036909908802.4025.png,2,155,9,190,66,2
4328,4328,./dataset/230538055469041627036909908802.4025.png,5,188,0,210,61,5
4329,4329,./dataset/171155226314788770760240534194.108.png,1,56,18,70,62,1
4330,4330,./dataset/171155226314788770760240534194.108.png,0,94,26,131,56,0
4331,4331,./dataset/171155226314788770760240534194.108.png,8,159,9,223,72,8
4332,4332,./dataset/2894603765592779403.34.png,3,106,40,110,46,3
4333,4333,./dataset/2894603765592779403.34.png,4,111,36,152,81,4
4334,4334,./dataset/719324565459791708371252046505.66.png,6,62,28,107,104,6
4335,4335,./dataset/719324565459791708371252046505.66.png,6,136,21,175,107,6
4336,4336,./dataset/294428872256864729130834126768.48.png,4,78,33,134,113,4
4337,4337,./dataset/294428872256864729130834126768.48.png,8,146,28,196,115,8
4338,4338,./dataset/1024467765609967159723990772017.81.png,8,146,20,190,78,8
4339,4339,./dataset/403620609154468426851076903082.160.png,1,83,38,99,83,1
4340,4340,./dataset/403620609154468426851076903082.160.png,6,123,35,194,79,6
4341,4341,./dataset/685443658314399905061055817353.196.png,1,43,14,59,83,1
4342,4342,./dataset/685443658314399905061055817353.196.png,9,75,9,115,111,9
4343,4343,./dataset/685443658314399905061055817353.196.png,6,120,27,183,85,6
4344,4344,./dataset/10434896319396201066.186.png,1,138,13,146,69,1
4345,4345,./dataset/10434896319396201066.186.png,8,156,15,178,71,8
4346,4346,./dataset/10434896319396201066.186.png,6,190,16,216,69,6
4347,4347,./dataset/368023968387322392639245724107.38.png,3,98,19,126,76,3
4348,4348,./dataset/368023968387322392639245724107.38.png,8,142,19,170,89,8
4349,4349,./dataset/199721964415947961976337551940.186.png,1,34,43,49,102,1
4350,4350,./dataset/199721964415947961976337551940.186.png,8,64,47,123,110,8
4351,4351,./dataset/199721964415947961976337551940.186.png,6,130,39,175,116,6
4352,4352,./dataset/5262852026707491155809181860.64.png,6,112,23,134,79,6
4353,4353,./dataset/5262852026707491155809181860.64.png,4,149,29,187,89,4
4354,4354,./dataset/90557786913679266906194467804.110.png,1,43,40,59,105,1
4355,4355,./dataset/90557786913679266906194467804.110.png,1,100,27,117,102,1
4356,4356,./dataset/90557786913679266906194467804.110.png,0,139,32,199,104,0
4357,4357,./dataset/82363629305180406348980230758.42.png,4,72,40,109,104,4
4358,4358,./dataset/82363629305180406348980230758.42.png,2,122,37,156,96,2
4359,4359,./dataset/913951269881169231350214210057.52.png,5,34,22,92,115,5
4360,4360,./dataset/913951269881169231350214210057.52.png,2,125,30,208,108,2
4361,4361,./dataset/636352770296989985810239204138.9.png,9,168,10,200,80,9
4362,4362,./dataset/1164218205236906064.160.png,1,106,16,117,67,1
4363,4363,./dataset/1164218205236906064.160.png,6,123,11,146,65,6
4364,4364,./dataset/1164218205236906064.160.png,0,139,14,141,18,0
4365,4365,./dataset/717099819797579757239261287845.166.png,1,113,22,118,79,1
4366,4366,./dataset/717099819797579757239261287845.166.png,6,139,19,160,77,6
4367,4367,./dataset/717099819797579757239261287845.166.png,6,170,28,194,95,6
4368,4368,./dataset/865159108879796597489116855098.1620.png,1,19,7,40,117,1
4369,4369,./dataset/865159108879796597489116855098.1620.png,6,58,0,85,105,6
4370,4370,./dataset/865159108879796597489116855098.1620.png,2,110,0,206,88,2
4371,4371,./dataset/865159108879796597489116855098.1620.png,0,162,22,169,41,0
4372,4372,./dataset/752073560294982693462737015418.101.png,1,61,18,76,118,1
4373,4373,./dataset/752073560294982693462737015418.101.png,0,87,44,120,105,0
4374,4374,./dataset/752073560294982693462737015418.101.png,1,144,41,159,113,1
4375,4375,./dataset/545187962082747492036691022229.100.png,1,35,32,50,90,1
4376,4376,./dataset/545187962082747492036691022229.100.png,0,72,38,109,80,0
4377,4377,./dataset/545187962082747492036691022229.100.png,0,132,30,176,74,0
4378,4378,./dataset/2954221089785900256917818306.5.png,5,81,3,168,114,5
4379,4379,./dataset/10723836944209035970.146.png,1,45,39,57,115,1
4380,4380,./dataset/10723836944209035970.146.png,4,85,45,208,147,4
4381,4381,./dataset/79277129914430400273167487652.100.png,1,114,36,121,87,1
4382,4382,./dataset/79277129914430400273167487652.100.png,0,139,52,161,81,0
4383,4383,./dataset/79277129914430400273167487652.100.png,0,179,55,203,81,0
4384,4384,./dataset/417439857960300305509359105165.36.png,3,100,31,127,128,3
4385,4385,./dataset/417439857960300305509359105165.36.png,6,130,21,156,138,6
4386,4386,./dataset/808563006477290979622694209555.94.png,9,70,28,108,115,9
4387,4387,./dataset/808563006477290979622694209555.94.png,4,125,48,202,119,4
4388,4388,./dataset/14180866061022185545.190.png,1,136,28,142,55,1
4389,4389,./dataset/14180866061022185545.190.png,9,155,18,176,60,9
4390,4390,./dataset/14180866061022185545.190.png,0,184,26,199,65,0
4391,4391,./dataset/5766859478814184000.88.png,8,126,22,148,67,8
4392,4392,./dataset/5766859478814184000.88.png,8,170,28,203,73,8
4393,4393,./dataset/27333852927517673946131767369.65.png,6,121,7,154,69,6
